"","Domain","Phylum","Class","Order","Family","Genus","Species"
"otu7274","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14486","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5292","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2724","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3471","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11241","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3613","Bacteria","Verrucomicrobia","MSBL3",NA,NA,NA,NA
"otu9475","Bacteria","Verrucomicrobia","MSBL3","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu460","Bacteria","Verrucomicrobia","MSBL3","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu13924","Bacteria","Verrucomicrobia","MSBL3","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu1215","Bacteria","Verrucomicrobia","MSBL3","microbial mat metagenome","microbial mat metagenome","microbial mat metagenome","microbial mat metagenome"
"otu1398","Bacteria","Verrucomicrobia","MSBL3",NA,NA,NA,NA
"otu10655","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu11703","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu7380","Bacteria","Verrucomicrobia","Verrucomicrobia Incertae Sedis","Unknown Order","Unknown Family","Candidatus Methylacidiphilum","uncultured bacterium"
"otu12201","Bacteria","Verrucomicrobia","Verrucomicrobia Incertae Sedis","Unknown Order","Unknown Family","Candidatus Methylacidiphilum","uncultured bacterium"
"otu4899","Bacteria","Verrucomicrobia","Verrucomicrobia Incertae Sedis","Unknown Order","Unknown Family","Candidatus Methylacidiphilum","uncultured bacterium"
"otu1022","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu7550","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu10345","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu12429","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu80","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu6031","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu10958","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu10120","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu4425","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu900","Bacteria","Verrucomicrobia","Arctic97B-4 marine group",NA,NA,NA,NA
"otu8428","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu12939","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu8331","Bacteria",NA,NA,NA,NA,NA,NA
"otu1993","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","uncultured Verrucomicrobiales bacterium"
"otu15489","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","uncultured bacterium"
"otu16075","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu3603","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured bacterium","uncultured bacterium"
"otu237","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","Ambiguous_taxa"
"otu12872","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter",NA
"otu559","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter",NA
"otu6639","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","uncultured bacterium"
"otu3567","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu5637","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu9061","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu15274","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Ambiguous_taxa","Ambiguous_taxa"
"otu1046","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Ambiguous_taxa","Ambiguous_taxa"
"otu4876","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu8741","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","uncultured bacterium"
"otu868","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu365","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured Verrucomicrobia bacterium"
"otu10471","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu6624","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","uncultured bacterium"
"otu3274","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured verrucomicrobium DEV007","uncultured verrucomicrobium DEV007"
"otu6836","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured verrucomicrobium DEV022","uncultured verrucomicrobium DEV022"
"otu727","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","uncultured bacterium"
"otu5382","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured Verrucomicrobium sp.","uncultured Verrucomicrobium sp."
"otu8795","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured organism","uncultured organism"
"otu15236","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu2417","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured Verrucomicrobia bacterium"
"otu360","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu16005","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Ambiguous_taxa"
"otu5129","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","Ambiguous_taxa"
"otu9989","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","Ambiguous_taxa"
"otu12552","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu2000","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","Ambiguous_taxa"
"otu3993","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured bacterium","uncultured bacterium"
"otu7211","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu6357","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu2973","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu3381","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Brevifollis","Ambiguous_taxa"
"otu5808","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","uncultured bacterium"
"otu871","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","uncultured bacterium"
"otu300","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","uncultured bacterium"
"otu16041","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","uncultured bacterium"
"otu14202","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"otu10156","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","Ambiguous_taxa"
"otu2667","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"otu10704","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","uncultured bacterium"
"otu8208","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu10575","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"otu191","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu6852","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu11577","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","bacterium RS30A"
"otu8252","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","Ambiguous_taxa"
"otu14841","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","Ambiguous_taxa"
"otu14119","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu14011","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu312","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu9291","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu12921","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu1798","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu8426","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu228","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu4016","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"otu2707","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured soil bacterium"
"otu9267","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","LD29",NA,NA
"otu16085","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","LD29",NA,NA
"otu1430","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","FukuN18 freshwater group","Ambiguous_taxa","Ambiguous_taxa"
"otu1647","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","FukuN18 freshwater group","uncultured bacterium","uncultured bacterium"
"otu2186","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","LD29","uncultured bacterium","uncultured bacterium"
"otu13227","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu7313","Bacteria","Verrucomicrobia","UA11","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu3058","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu7973","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu14245","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu165","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu13714","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu13582","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu458","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu421","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu7738","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu120","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu10140","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu4504","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu16120","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu7783","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","LD29",NA,NA
"otu6012","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu8709","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu533","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu13015","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu13444","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu4546","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobiaceae bacterium"
"otu10108","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobiaceae bacterium"
"otu10350","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobiaceae bacterium"
"otu176","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu5551","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured endolithic bacterium"
"otu4718","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu7640","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu505","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu12471","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu3636","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobia bacterium"
"otu5404","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu14253","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu4276","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu835","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu4717","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu4008","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobia bacterium"
"otu4387","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobia bacterium"
"otu1508","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu2906","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobia bacterium"
"otu14100","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu9927","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu13355","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu13745","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu14770","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu16654","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured endolithic bacterium"
"otu6091","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu92","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu16391","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu9800","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu16605","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu16334","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu4350","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu4398","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu5303","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu12399","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured endolithic bacterium"
"otu375","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu6317","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu15441","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"otu10683","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","bacterium Ellin506"
"otu4660","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"otu12919","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"otu1583","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium"
"otu4144","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales Incertae Sedis","Terrimicrobium","uncultured bacterium"
"otu10696","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium"
"otu349","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","LD29","Ambiguous_taxa","Ambiguous_taxa"
"otu8672","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales",NA,NA,NA
"otu15259","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101 soil group",NA,NA
